user_id,course_id,timestamp,engagement_score,completion_status,predicted_engagement_score,assessment_score,feedback_score,age,education_level,learning_style,preferred_topics,title,topic,difficulty,content_type
U022,C015,2023-03-29,0.27140938044671437,Completed,0.5014414736979107,80,4.88,38,PhD,Auditory,Data Science,Course 15,Data Science,Beginner,Text
U149,C027,2023-02-13,0.49669542281794654,Not Started,0.23362476364856655,83,4.48,23,PhD,Auditory,Math,Course 27,AI,Beginner,Quiz
U070,C046,2023-10-05,0.2842740929275167,In Progress,0.40956092726250926,84,3.43,40,Master,Kinesthetic,Music,Course 46,Math,Beginner,Text
U001,C050,2023-06-20,0.13382836299969314,Not Started,0.7800840237349648,82,4.1620544301345905,56,Master,Reading,History,Course 50,Music,Intermediate,Video
U133,C007,2023-07-08,0.6295576968917366,Not Started,0.7712248152904037,78,3.91,49,Bachelor,Kinesthetic,Math,Course 7,Music,Intermediate,Text
U012,C003,2023-12-19,0.05433203482290383,Not Started,0.22810037790238513,88,2.62,53,PhD,Auditory,Math,Course 3,AI,Advanced,Text
U090,C029,2023-07-03,0.7486452341262,Completed,0.9222233181548601,69,2.6,34,PhD,Reading,Art,Course 29,History,Advanced,Quiz
U046,C044,2023-01-03,0.31758679526111666,In Progress,0.5925681827648268,71,3.13,45,Bachelor,Kinesthetic,Art,Course 44,Music,Advanced,Video
U034,C024,2023-07-10,0.00013469300448532007,Completed,0.3799242909620145,92,4.22,24,High School,Reading,Data Science,Course 24,Music,Beginner,Video
U177,C003,2023-04-28,0.5111291392372298,Completed,0.5019355807808606,58,3.8520571674469632,58,High School,Auditory,Music,Course 3,AI,Advanced,Text
U078,C020,2023-01-19,0.046851908527603126,Completed,0.6050712534377437,66,4.63,58,PhD,Reading,History,Course 20,Art,Beginner,Quiz
U045,C046,2023-01-23,0.27616955782089947,Completed,0.5598905318457854,76,3.9,37,High School,Kinesthetic,AI,Course 46,Math,Beginner,Text
U155,C015,2023-01-30,0.7069764874557162,Completed,0.4864050355361782,69,3.83,45,Master,Auditory,Art,Course 15,Data Science,Beginner,Text
U073,C025,2023-10-22,0.06268962162186587,In Progress,0.5049328040894001,90,3.51,33,Master,Visual,Music,Course 25,AI,Beginner,Text
U026,C030,2023-04-18,0.8393384923560023,Not Started,0.17641191042788618,65,2.9,42,Bachelor,Auditory,Math,Course 30,Art,Beginner,Text
U047,C014,2023-10-08,0.003819922658583108,Completed,0.8127329043046794,76,2.8,24,Master,Reading,Art,Course 14,Data Science,Beginner,Text
U121,C007,2023-05-08,0.24682386920190225,Completed,0.5417603199410154,56,1.433601490866491,43,Master,Auditory,Music,Course 7,Music,Intermediate,Text
U056,C017,2023-08-17,0.7409040561520714,In Progress,0.1310798617047031,77,4.4,23,PhD,Auditory,History,Course 17,Data Science,Beginner,Video
U094,C044,2023-04-21,0.3162701497293068,In Progress,0.7661571015827779,85,4.82,50,PhD,Auditory,AI,Course 44,Music,Advanced,Video
U107,C020,2023-05-16,0.10189238806601353,Not Started,0.9324439783773508,75,3.65,41,PhD,Visual,Art,Course 20,Art,Beginner,Quiz
U063,C036,2023-12-28,0.3602339188004279,In Progress,0.9473068992369621,67,4.15,27,PhD,Auditory,Art,Course 36,Art,Intermediate,Text
U048,C009,2023-07-05,0.27039328638452553,Not Started,0.36901773241117275,97,1.942263738378005,25,Master,Auditory,AI,Course 9,History,Beginner,Quiz
U061,C038,2023-05-24,0.8427119021605549,Completed,0.13551687356075404,83,4.79,43,Bachelor,Auditory,History,Course 38,Data Science,Beginner,Quiz
U081,C048,2023-03-13,0.31334791758514313,Completed,0.5183996266330652,72,2.73,18,PhD,Reading,AI,Course 48,Art,Beginner,Text
U026,C022,2023-05-09,0.7889324717760072,Not Started,0.11260922934922069,88,4.43,42,Bachelor,Auditory,Math,Course 22,History,Advanced,Quiz
U036,C002,2023-12-30,0.8918721448107347,In Progress,0.9339874185126172,91,4.04,26,PhD,Reading,AI,Course 2,Math,Intermediate,Quiz
U001,C024,2023-09-18,0.43381741957652953,Not Started,0.183579627355146,61,3.552559610065077,56,Master,Reading,History,Course 24,Music,Beginner,Video
U008,C008,2023-01-03,0.909943143854392,In Progress,0.2527658599511641,83,4.0,40,Bachelor,Kinesthetic,Math,Course 8,History,Advanced,Quiz
U113,C011,2023-04-14,0.37731805396319285,Completed,0.40663652688497043,75,3.23,52,High School,Visual,History,Course 11,Data Science,Advanced,Video
U099,C013,2023-08-12,0.9640784164901082,In Progress,0.3831644685591258,70,4.21,45,High School,Visual,Art,Course 13,History,Beginner,Video
U180,C017,2023-11-16,0.08928952452557293,Not Started,0.794662892397889,91,4.49,19,PhD,Auditory,Art,Course 17,Data Science,Beginner,Video
U047,C008,2023-12-28,0.6870192665032427,Not Started,0.45631682055096234,65,2.78,24,Master,Reading,Art,Course 8,History,Advanced,Quiz
U127,C021,2023-12-20,0.49381404045692867,Completed,0.1707682600033369,94,3.83,32,PhD,Reading,Data Science,Course 21,AI,Beginner,Quiz
U056,C018,2023-01-10,0.38764880545564706,In Progress,0.2672098954860741,92,2.75,23,PhD,Auditory,History,Course 18,History,Advanced,Video
U014,C030,2023-10-29,0.6327118787486009,In Progress,0.509113385187522,77,4.68,41,High School,Reading,AI,Course 30,Art,Beginner,Text
U028,C018,2023-08-19,0.7038570916343312,In Progress,0.1474539174261349,68,2.9299722421106518,59,Master,Reading,Data Science,Course 18,History,Advanced,Video
U078,C046,2023-08-07,0.004363269650309087,Completed,0.6116556756460141,72,3.77,58,PhD,Reading,History,Course 46,Math,Beginner,Text
U130,C047,2023-03-07,0.16695308874719872,In Progress,0.5657473065511459,69,4.52,30,Bachelor,Visual,Art,Course 47,Art,Intermediate,Quiz
U109,C031,2023-04-22,0.7130460506343187,Not Started,0.7147023163822577,85,3.42,52,High School,Visual,Art,Course 31,History,Advanced,Text
U154,C038,2023-01-13,0.6663854135782065,In Progress,0.9377046153793677,76,2.81,28,PhD,Auditory,Math,Course 38,Data Science,Beginner,Quiz
U014,C032,2023-03-27,0.9660475051286772,Completed,0.9122545611011557,60,2.6,41,High School,Reading,AI,Course 32,Art,Beginner,Text
U187,C011,2023-08-22,0.761037790250783,In Progress,0.9460756180688313,84,3.2,40,Master,Visual,History,Course 11,Data Science,Advanced,Video
U056,C045,2023-03-31,0.950772707731338,In Progress,0.24471559702370094,93,3.11,23,PhD,Auditory,History,Course 45,Data Science,Beginner,Quiz
U115,C025,2023-11-10,0.702540501534807,Not Started,0.13156530663935462,69,3.9,52,High School,Visual,Data Science,Course 25,AI,Beginner,Text
U007,C033,2023-02-23,0.29805220863944315,In Progress,0.3022767004964485,79,2.55,36,Bachelor,Auditory,Art,Course 33,Art,Beginner,Text
U003,C038,2023-01-12,0.10536492225085647,Not Started,0.8950851727663146,66,3.8,32,PhD,Reading,Math,Course 38,Data Science,Beginner,Quiz
U111,C041,2023-07-28,0.7818238633449356,Not Started,0.9720534746234882,55,2.489228394292191,39,High School,Kinesthetic,Math,Course 41,AI,Beginner,Text
U151,C008,2023-01-14,0.6441492214759159,Completed,0.859324951070476,75,3.48,45,High School,Visual,Data Science,Course 8,History,Advanced,Quiz
U107,C011,2023-05-01,0.04818601239329623,Not Started,0.1100177211275436,88,3.94,41,PhD,Visual,Art,Course 11,Data Science,Advanced,Video
U018,C022,2023-01-20,0.36005046590097833,Not Started,0.9474279980597932,71,4.26,41,PhD,Auditory,Art,Course 22,History,Advanced,Quiz
U038,C024,2023-03-16,0.9567998154842862,Completed,0.423358027350786,76,4.09,35,Master,Reading,Data Science,Course 24,Music,Beginner,Video
U115,C041,2023-08-31,0.5004011457102012,Not Started,0.009310290762353679,79,4.96,52,High School,Visual,Data Science,Course 41,AI,Beginner,Text
U015,C017,2023-08-11,0.43272913601970464,Completed,0.4423937407481936,72,1.9866257873791113,20,PhD,Visual,Data Science,Course 17,Data Science,Beginner,Video
U192,C012,2023-03-11,0.457699605159294,In Progress,0.04606916967546759,85,2.85,36,Bachelor,Reading,History,Course 12,History,Advanced,Text
U119,C046,2023-11-08,0.20888272400516372,Completed,0.5438779211611176,78,3.57,18,PhD,Visual,Art,Course 46,Math,Beginner,Text
U028,C032,2023-07-30,0.3687071708647952,Not Started,0.3385540274370513,71,3.56,59,Master,Reading,Data Science,Course 32,Art,Beginner,Text
U039,C015,2023-04-11,0.3698132559871766,Completed,0.47343493359404876,76,4.575892229850019,21,Bachelor,Reading,Art,Course 15,Data Science,Beginner,Text
U185,C016,2023-07-05,0.0523550201874724,Not Started,0.613170360743117,80,3.54,19,High School,Visual,Art,Course 16,History,Intermediate,Quiz
U017,C022,2023-05-12,0.7675676285179183,In Progress,0.8688010958178203,93,4.16,19,Bachelor,Kinesthetic,History,Course 22,History,Advanced,Quiz
U086,C028,2023-04-21,0.416504431903879,Completed,0.6619015764719286,66,3.72,18,High School,Auditory,Music,Course 28,Art,Intermediate,Quiz
U126,C020,2023-05-12,0.8221798868164233,In Progress,0.4340488684781807,94,3.79,32,PhD,Visual,Math,Course 20,Art,Beginner,Quiz
U044,C033,2023-01-20,0.8503480011198954,Not Started,0.8194278536703651,74,3.58,19,High School,Kinesthetic,History,Course 33,Art,Beginner,Text
U025,C010,2023-01-24,0.21199405469865806,Not Started,0.9055821375731322,60,4.98,39,Master,Kinesthetic,Data Science,Course 10,Art,Intermediate,Text
U145,C040,2023-08-15,0.6573534821701286,In Progress,0.11975996643219722,85,4.82,39,Bachelor,Visual,Math,Course 40,Art,Intermediate,Quiz
U013,C032,2023-06-03,0.4722818041629817,Completed,0.5319329775527915,94,3.27,57,High School,Visual,AI,Course 32,Art,Beginner,Text
U025,C050,2023-10-20,0.8801567379214851,Completed,0.28451195974244414,84,2.78,39,Master,Kinesthetic,Data Science,Course 50,Music,Intermediate,Video
U068,C033,2023-08-18,0.21574067917645412,Not Started,0.0470611978769474,74,4.6,25,PhD,Kinesthetic,AI,Course 33,Art,Beginner,Text
U138,C002,2023-11-06,0.6778132003100442,In Progress,0.6685466951139853,81,4.99,56,Master,Visual,AI,Course 2,Math,Intermediate,Quiz
U067,C033,2023-12-25,0.6077521222527226,In Progress,0.8627707774592256,65,3.23,32,High School,Auditory,Music,Course 33,Art,Beginner,Text
U109,C033,2023-07-21,0.2953014775718328,Completed,0.16290265447739405,74,3.39,52,High School,Visual,Art,Course 33,Art,Beginner,Text
U146,C041,2023-02-07,0.1366009036511726,Completed,0.8124136576239005,83,4.85,45,High School,Auditory,Art,Course 41,AI,Beginner,Text
U111,C013,2023-09-17,0.6516397604772766,Completed,0.8533957335369416,80,4.28,39,High School,Kinesthetic,Math,Course 13,History,Beginner,Video
U111,C030,2023-07-07,0.7385974581323307,In Progress,0.9143404426664835,66,3.24,39,High School,Kinesthetic,Math,Course 30,Art,Beginner,Text
U034,C033,2023-02-26,0.31562734376335,Completed,0.2652850890860524,88,3.95,24,High School,Reading,Data Science,Course 33,Art,Beginner,Text
U111,C013,2023-01-20,0.6448326040223138,Completed,0.9039530651898893,91,4.86,39,High School,Kinesthetic,Math,Course 13,History,Beginner,Video
U008,C026,2023-09-30,0.39513090761150327,Not Started,0.32066275473643224,91,4.53,40,Bachelor,Kinesthetic,Math,Course 26,AI,Advanced,Text
U168,C022,2023-04-29,0.7132068832826177,Completed,0.5523380134555028,64,4.35,26,Bachelor,Auditory,History,Course 22,History,Advanced,Quiz
U113,C039,2023-03-12,0.1992152748940531,Completed,0.05050747083228213,95,3.1630625252021716,52,High School,Visual,History,Course 39,Math,Beginner,Quiz
U083,C002,2023-01-04,0.8902150026361744,In Progress,0.043881088368743604,63,4.34,24,PhD,Visual,History,Course 2,Math,Intermediate,Quiz
U042,C038,2023-08-09,0.28740959646557973,In Progress,0.7203732127322029,81,2.95,26,Master,Auditory,Math,Course 38,Data Science,Beginner,Quiz
U169,C039,2023-01-14,0.3677859877561529,Not Started,0.44447997797779104,77,4.56,54,Master,Auditory,Music,Course 39,Math,Beginner,Quiz
U101,C026,2023-01-03,0.058091952080349785,Completed,0.25629237536921756,94,3.19,26,PhD,Kinesthetic,Art,Course 26,AI,Advanced,Text
U006,C046,2023-08-04,0.1115122123212764,Not Started,0.1904134960249102,76,4.83,56,Bachelor,Kinesthetic,AI,Course 46,Math,Beginner,Text
U180,C050,2023-08-17,0.5158619027123281,In Progress,0.6699534908592181,83,3.41,19,PhD,Auditory,Art,Course 50,Music,Intermediate,Video
U026,C015,2023-12-02,0.2675926767279715,Not Started,0.00040154402533987277,51,2.9558037057538082,42,Bachelor,Auditory,Math,Course 15,Data Science,Beginner,Text
U064,C034,2023-07-05,0.8354802257421944,In Progress,0.8058911691968542,61,4.64,53,Bachelor,Visual,AI,Course 34,Music,Beginner,Text
U187,C042,2023-02-24,0.014693388654953843,Not Started,0.07924960612992882,72,3.17,40,Master,Visual,History,Course 42,Data Science,Intermediate,Video
U184,C044,2023-09-11,0.3790940486719362,Not Started,0.19148961490811944,74,3.79,19,High School,Reading,Music,Course 44,Music,Advanced,Video
U059,C049,2023-01-24,0.3373455467690927,Completed,0.3862363952990896,64,2.77,46,PhD,Visual,Music,Course 49,AI,Beginner,Quiz
U109,C040,2023-06-11,0.019327630917601035,Not Started,0.4848587397161036,62,4.15,52,High School,Visual,Art,Course 40,Art,Intermediate,Quiz
U198,C011,2023-06-07,0.12436839900051022,Completed,0.35499511581394183,62,4.59,21,Master,Reading,AI,Course 11,Data Science,Advanced,Video
U121,C003,2023-03-23,0.41364267491863527,Completed,0.3207121649842939,94,2.3162951178429116,43,Master,Auditory,Music,Course 3,AI,Advanced,Text
U121,C003,2023-03-23,0.41364267491863527,Completed,0.3207121649842939,55,1.2876268692657824,43,Master,Auditory,Music,Course 3,AI,Advanced,Text
U033,C006,2023-06-08,0.49286458444744663,Completed,0.9639160120731884,94,4.3,54,PhD,Visual,Music,Course 6,Data Science,Beginner,Text
U181,C009,2023-07-07,0.4042897472548691,Completed,0.6415796812433943,82,3.81,20,High School,Auditory,Art,Course 9,History,Beginner,Quiz
U150,C006,2023-03-01,0.5309376784120938,Not Started,0.02343295536738821,87,2.61,45,High School,Reading,Data Science,Course 6,Data Science,Beginner,Text
U021,C009,2023-11-01,0.5951316749056815,In Progress,0.4301759084443132,89,4.83,19,PhD,Visual,Music,Course 9,History,Beginner,Quiz
U198,C039,2023-11-15,0.00992382112783563,In Progress,0.8750086997439702,77,4.26,21,Master,Reading,AI,Course 39,Math,Beginner,Quiz
U070,C031,2024-01-01,0.4640951594535039,In Progress,0.30145618641066796,95,4.36,40,Master,Kinesthetic,Music,Course 31,History,Advanced,Text
U112,C032,2023-07-30,0.9634992408875883,Not Started,0.09455634477438823,92,4.49,44,PhD,Kinesthetic,Data Science,Course 32,Art,Beginner,Text
U004,C041,2023-06-01,0.5190322801295487,Completed,0.7583847715899178,85,4.37,25,High School,Kinesthetic,History,Course 41,AI,Beginner,Text
U094,C050,2023-04-19,0.6775422674589532,In Progress,0.6060138319360813,76,3.6,50,PhD,Auditory,AI,Course 50,Music,Intermediate,Video
U075,C012,2023-03-17,0.3118638579168832,Not Started,0.5703125078265039,66,4.33,41,PhD,Visual,Math,Course 12,History,Advanced,Text
U190,C008,2023-01-30,0.7739913781527625,Completed,0.053576559607407925,67,4.06,50,Master,Reading,Math,Course 8,History,Advanced,Quiz
U062,C008,2023-11-10,0.7729214818761151,In Progress,0.14049900979551733,90,4.64,51,High School,Auditory,AI,Course 8,History,Advanced,Quiz
U094,C050,2023-04-27,0.521296047654139,Completed,0.6225493962131138,71,4.51,50,PhD,Auditory,AI,Course 50,Music,Intermediate,Video
U095,C028,2023-12-22,0.9760138232792136,In Progress,0.2078238414588358,70,1.3258955908517676,22,Bachelor,Reading,History,Course 28,Art,Intermediate,Quiz
U152,C020,2023-07-11,0.12555021476265338,In Progress,0.5040700797484243,90,2.6,37,PhD,Kinesthetic,Math,Course 20,Art,Beginner,Quiz
U055,C047,2023-01-19,0.016947664889580993,In Progress,0.5448816860293935,78,3.45,19,Bachelor,Visual,Math,Course 47,Art,Intermediate,Quiz
U137,C007,2023-06-22,0.770158211757096,Completed,0.2835071902709394,69,2.59,40,High School,Auditory,History,Course 7,Music,Intermediate,Text
U131,C011,2023-08-16,0.8071555373648825,Not Started,0.9484251555414929,71,2.76,49,Master,Reading,Art,Course 11,Data Science,Advanced,Video
U031,C020,2023-12-16,0.12020722912057624,Completed,0.8424641068355752,79,4.0,32,PhD,Auditory,Data Science,Course 20,Art,Beginner,Quiz
U040,C016,2023-07-02,0.2655828329586061,In Progress,0.7223735076327985,66,4.68,42,PhD,Auditory,Data Science,Course 16,History,Intermediate,Quiz
U036,C004,2023-04-23,0.01755236336662891,Completed,0.07799386640940908,73,2.8,26,PhD,Reading,AI,Course 4,Math,Beginner,Text
U152,C006,2023-07-02,0.2933086107805647,Not Started,0.10613001930901944,70,3.63,37,PhD,Kinesthetic,Math,Course 6,Data Science,Beginner,Text
U006,C022,2023-05-26,0.7731418739186715,Completed,0.4927813458649557,63,4.873676522001631,56,Bachelor,Kinesthetic,AI,Course 22,History,Advanced,Quiz
U066,C026,2023-11-15,0.5179605277125789,Not Started,0.16071334919098568,85,3.880445334059783,48,High School,Auditory,AI,Course 26,AI,Advanced,Text
U075,C003,2023-04-26,0.3480955931682881,Not Started,0.9782654635294741,66,4.78,41,PhD,Visual,Math,Course 3,AI,Advanced,Text
U004,C041,2023-04-23,0.3717392949063303,Completed,0.15852023402740945,88,4.54,25,High School,Kinesthetic,History,Course 41,AI,Beginner,Text
U079,C042,2023-09-08,0.0013536257154681541,In Progress,0.487467835463974,69,3.8,46,PhD,Visual,History,Course 42,Data Science,Intermediate,Video
U134,C014,2023-09-08,0.2998005275652359,Not Started,0.3641210568415054,88,4.43,21,Bachelor,Reading,Art,Course 14,Data Science,Beginner,Text
U118,C011,2023-10-30,0.6464587416379305,Completed,0.639386421454098,68,3.81,20,PhD,Auditory,AI,Course 11,Data Science,Advanced,Video
U113,C018,2023-11-09,0.9741944438163571,Not Started,0.12903640888942491,95,2.9,52,High School,Visual,History,Course 18,History,Advanced,Video
U094,C012,2023-04-28,0.8470608269838995,In Progress,0.4303164280423909,69,2.81,50,PhD,Auditory,AI,Course 12,History,Advanced,Text
U179,C023,2023-10-28,0.023594964645529126,Completed,0.27470503280714365,78,2.97,56,Master,Kinesthetic,History,Course 23,Math,Intermediate,Video
U062,C012,2023-06-10,0.8985606046748393,Completed,0.887751524671688,90,3.38,51,High School,Auditory,AI,Course 12,History,Advanced,Text
U185,C013,2023-07-17,0.7831984132986259,Completed,0.040585712134695084,76,4.83,19,High School,Visual,Art,Course 13,History,Beginner,Video
U194,C025,2023-09-17,0.7803761235709804,In Progress,0.9137274940064593,68,4.5,43,Bachelor,Auditory,Data Science,Course 25,AI,Beginner,Text
U079,C045,2023-05-28,0.4579957590035715,Not Started,0.8329941385530004,52,4.585026865886316,46,PhD,Visual,History,Course 45,Data Science,Beginner,Quiz
U079,C045,2023-05-28,0.4579957590035715,Not Started,0.8329941385530004,86,2.1125745617956433,46,PhD,Visual,History,Course 45,Data Science,Beginner,Quiz
U136,C019,2023-08-28,0.3980052929545028,Completed,0.29757071644081545,98,2.8792172857947262,54,Bachelor,Visual,Music,Course 19,History,Advanced,Quiz
U026,C046,2023-02-16,0.3029157288331926,Not Started,0.7892906546771047,92,3.58,42,Bachelor,Auditory,Math,Course 46,Math,Beginner,Text
U179,C036,2023-07-17,0.06569485895436578,Not Started,0.03121356033874756,93,3.73,56,Master,Kinesthetic,History,Course 36,Art,Intermediate,Text
U173,C045,2023-02-16,0.2282353634936991,In Progress,0.9668655502933936,83,3.16,32,PhD,Auditory,AI,Course 45,Data Science,Beginner,Quiz
U044,C008,2023-03-19,0.24660363497802462,Completed,0.5265949425897893,68,4.26,19,High School,Kinesthetic,History,Course 8,History,Advanced,Quiz
U133,C029,2023-05-04,0.4840770697102016,Not Started,0.30328102606544527,66,4.51,49,Bachelor,Kinesthetic,Math,Course 29,History,Advanced,Quiz
U070,C032,2023-03-16,0.747444406596694,Completed,0.3625832125946771,75,3.1,40,Master,Kinesthetic,Music,Course 32,Art,Beginner,Text
U154,C044,2023-12-25,0.4738098283979466,Completed,0.06640535346049736,78,2.6,28,PhD,Auditory,Math,Course 44,Music,Advanced,Video
U118,C018,2023-05-17,0.057844449447160606,In Progress,0.9893495140420392,65,4.06,20,PhD,Auditory,AI,Course 18,History,Advanced,Video
U068,C006,2023-03-31,0.9577898009882039,Completed,0.03929194515069245,70,3.91,25,PhD,Kinesthetic,AI,Course 6,Data Science,Beginner,Text
U019,C018,2023-11-21,0.9427243190941123,Completed,0.654907123147859,71,3.51,47,High School,Reading,Art,Course 18,History,Advanced,Video
U020,C019,2023-03-02,0.7851895431484084,Not Started,0.4427359277064583,72,4.11,55,Master,Kinesthetic,History,Course 19,History,Advanced,Quiz
